t_s,mode,v_cmd_mps,omega_cmd_radps,delta_v_cmd_mps,v_left_est_mps,v_right_est_mps,rpm_front_left,rpm_rear_left,rpm_front_right,rpm_rear_right,epsilon_x_mm,epsilon_y_mm,theta_rad,curvature_inv_mm,confidence,e_x_m_filtered,theta_rad_filtered,de_x_f,dtheta_f,kappa_m,gamma,v_target_mps,omega_pp_radps,omega_pd_radps,omega_target_radps,delta_v_target_mps,error_age_s
1.630645751953125,tracking_pure_pursuit_pd_mainlane,0.023943042755126952,0.0,0.0,0.023943042755126952,0.023943042755126952,7.035052813179779,7.035052813179779,7.035052813179779,7.035052813179779,1.6,120.0,0.013000000000000001,-0.0025369999999999998,1.0,0.0,0.009047913271488003,0.0,0.0339402450734149,-2.537,-0.0,0.06633667692131871,-0.0,-0.00226206288031468,0.0,0.0,0.19831228256225586
1.6594207286834717,tracking_pure_pursuit_pd_mainlane,0.02739692687988281,0.0,0.0,0.02739692687988281,0.02739692687988281,8.049888624850276,8.049888624850276,8.049888624850276,8.049888624850276,1.6,120.0,0.013000000000000001,-0.0025369999999999998,1.0,0.0,0.009759288882620162,0.0,0.03163410225255637,-2.537,-0.0,0.06633623315100338,-0.0,-0.0024001163721968865,0.0,0.0,0.22707772254943848
1.6818163394927979,tracking_pure_pursuit_pd_mainlane,0.030085630416870117,0.0,0.0,0.030085630416870117,0.030085630416870117,8.839895625010632,8.839895625010632,8.839895625010632,8.839895625010632,1.6,120.0,0.013000000000000001,-0.0025369999999999998,1.0,0.0,0.010342616883748533,0.0,0.03023423031861573,-2.537,-0.0,0.06633584420955074,-0.0,-0.002517249556973603,0.0,0.0,0.24947333335876465
1.7361955642700195,tracking_pure_pursuit_pd_mainlane,0.036634941101074216,0.0,0.0,0.036634941101074216,0.036634941101074216,10.764243629753361,10.764243629753361,10.764243629753361,10.764243629753361,1.6,120.0,0.013000000000000001,-0.0025369999999999998,1.0,0.0,0.010820945844673798,0.0,0.024866722991375007,-2.537,-0.0,0.06633550843417751,-0.0,-0.002579541869759236,0.0,0.0,0.3038520812988281
1.7752728462219238,tracking_pure_pursuit_pd_mainlane,0.04132487297058105,0.0,0.0,0.04132487297058105,0.04132487297058105,12.142260564761779,12.142260564761779,12.142260564761779,12.142260564761779,1.6,120.0,0.013000000000000001,-0.0025369999999999998,1.0,0.0,0.011213175592632515,0.0,0.02115901098042654,-2.537,-0.0,0.06633522177293918,-0.0,-0.002636170718222566,0.0,0.0,0.3429298400878906
1.8046271800994873,tracking_pure_pursuit_pd_mainlane,0.04484896659851074,0.0,0.0,0.04484896659851074,0.04484896659851074,13.177725649322383,13.177725649322383,13.177725649322383,13.177725649322383,1.6,120.0,0.013000000000000001,-0.0025369999999999998,1.0,0.0,0.011534803985958663,0.0,0.01860722516199685,-2.537,-0.0,0.06633497909553632,-0.0,-0.002686514678206881,0.0,0.0,0.3722841739654541
1.8328726291656494,tracking_pure_pursuit_pd_mainlane,0.047814502716064446,0.0,0.0,0.047814502716064446,0.047814502716064446,14.049072846909253,14.049072846909253,14.049072846909253,14.049072846909253,1.6,120.0,0.013000000000000001,-0.0025369999999999998,1.0,0.0,0.011798539268486105,0.0,0.016623421607660553,-2.537,-0.0,0.06633477497963283,-0.0,-0.0027286660119282278,0.0,0.0,0.40055274963378906
1.857830286026001,tracking_pure_pursuit_pd_mainlane,0.051226787567138665,0.0,0.0,0.051226787567138665,0.051226787567138665,15.05168577236043,15.05168577236043,15.05168577236043,15.05168577236043,1.6,120.0,0.013000000000000001,-0.0025369999999999998,1.0,0.0,0.012014802200158606,0.0,0.014368898665763397,-2.537,-0.0,0.06633460416162348,-0.0,-0.0027582076733610006,0.0,0.0,0.4255373477935791
1.8986082077026367,tracking_pure_pursuit_pd_mainlane,0.05612957954406737,0.0,0.0,0.05612957954406737,0.05612957954406737,16.492246224199487,16.492246224199487,16.492246224199487,16.492246224199487,1.6,120.0,0.013000000000000001,-0.0025369999999999998,1.0,0.0,0.012192137804130058,0.0,0.011861783900819172,-2.537,-0.0,0.0663344617758098,-0.0,-0.002777164588115166,0.0,0.0,0.4662632942199707
1.9328677654266357,tracking_pure_pursuit_pd_mainlane,0.05959974288940429,0.0,0.0,0.05959974288940429,0.05959974288940429,17.51186526988566,17.51186526988566,17.51186526988566,17.51186526988566,1.6,120.0,0.013000000000000001,-0.0025369999999999998,1.0,0.0,0.012337552999386648,0.0,0.010153470637698326,-2.537,-0.0,0.06633434346280903,-0.0,-0.0027954894249666495,0.0,0.0,0.5005252361297607
1.9623746871948242,tracking_pure_pursuit_pd_mainlane,0.06377760887145996,0.0,0.0,0.06377760887145996,0.06377760887145996,18.73942469626037,18.73942469626037,18.73942469626037,18.73942469626037,1.6,120.0,0.013000000000000001,-0.0025369999999999998,1.0,0.0,0.012456793459497052,0.0,0.008471332885761587,-2.537,-0.0,0.0663342453994699,-0.0,-0.002808265224175444,0.0,0.0,0.5300323963165283
1.996034860610962,tracking_pure_pursuit_pd_mainlane,0.06633416428374622,0.0,0.0,0.06633416428374622,0.06633416428374622,19.490603338390276,19.490603338390276,19.490603338390276,19.490603338390276,1.6,120.0,0.013000000000000001,-0.0025369999999999998,1.0,0.0,0.012554570636787584,0.0,0.007079106548032186,-2.537,-0.0,0.06633416428374622,-0.0,-0.002818638392477526,0.0,0.0,0.5636904239654541
2.027283191680908,tracking_pure_pursuit_pd_mainlane,0.06633409729562799,0.0,0.0,0.06633409729562799,0.06633409729562799,19.490583655639238,19.490583655639238,19.490583655639238,19.490583655639238,1.6,120.0,0.013000000000000001,-0.0025369999999999998,1.0,0.0,0.01263474792216582,0.0,0.00595489527378824,-2.537,-0.0,0.06633409729562799,-0.0,-0.002827283705066786,0.0,0.0,0.5949418544769287
2.0508687496185303,tracking_pure_pursuit_pd_mainlane,0.06633404204717497,0.0,0.0,0.06633404204717497,0.06633404204717497,19.490567422289583,19.490567422289583,19.490567422289583,19.490567422289583,1.6,120.0,0.013000000000000001,-0.0025369999999999998,1.0,0.0,0.012700493296175973,0.0,0.005161135278181062,-2.537,-0.0,0.06633404204717497,-0.0,-0.0028353976073841624,0.0,0.0,0.6185269355773926
2.089057445526123,tracking_pure_pursuit_pd_mainlane,0.06637803131210249,0.0,0.0,0.06637803131210249,0.06637803131210249,19.5034925465164,19.5034925465164,19.5034925465164,19.5034925465164,1.6,120.0,0.013000000000000001,-0.002532,1.0,0.0,0.0127544045028643,0.0,0.004226757608858158,-2.532,-0.0,0.06637803131210249,-0.0,-0.002839783051501011,0.0,0.0,0.03801131248474121
2.1133484840393066,tracking_pure_pursuit_pd_mainlane,0.06637799381886378,0.0,0.0,0.06637799381886378,0.06637799381886378,19.5034815300839,19.5034815300839,19.5034815300839,19.5034815300839,1.6,120.0,0.013000000000000001,-0.002532,1.0,0.0,0.012798611692348727,0.0,0.003620165285146191,-2.532,-0.0,0.06637799381886378,-0.0,-0.0028446558945978894,0.0,0.0,0.062252044677734375
2.146697759628296,tracking_pure_pursuit_pd_mainlane,0.06637796297761031,0.0,0.0,0.06637796297761031,0.06637796297761031,19.5034724681677,19.5034724681677,19.5034724681677,19.5034724681677,1.6,120.0,0.013000000000000001,-0.002532,1.0,0.0,0.012834861587725956,0.0,0.002989273046406153,-2.532,-0.0,0.06637796297761031,-0.0,-0.0028475837336709594,0.0,0.0,0.0955972671508789
2.18009877204895,tracking_pure_pursuit_pd_mainlane,0.06637793762269568,0.0,0.0,0.06637793762269568,0.06637793762269568,19.503465018272326,19.503465018272326,19.503465018272326,19.503465018272326,1.6,120.0,0.013000000000000001,-0.002532,1.0,0.0,0.012864586501935284,0.0,0.002463190769060997,-2.532,-0.0,0.06637793762269568,-0.0,-0.0028499145565782503,0.0,0.0,0.1289973258972168
2.2261271476745605,tracking_pure_pursuit_pd_mainlane,0.06637791678790138,0.0,0.0,0.06637791678790138,0.06637791678790138,19.50345889649909,19.50345889649909,19.50345889649909,19.50345889649909,1.6,120.0,0.013000000000000001,-0.002532,1.0,0.0,0.012888960931586934,0.0,0.001980794830261004,-2.532,-0.0,0.06637791678790138,-0.0,-0.0028514177635912135,0.0,0.0,0.17502832412719727
2.264451742172241,tracking_pure_pursuit_pd_mainlane,0.06637789967394293,0.0,0.0,0.06637789967394293,0.06637789967394293,19.503453867998633,19.503453867998633,19.503453867998633,19.503453867998633,1.6,120.0,0.013000000000000001,-0.002532,1.0,0.0,0.012908947963901287,0.0,0.0016141415774400501,-2.532,-0.0,0.06637789967394293,-0.0,-0.0028528816846778034,0.0,0.0,0.2133493423461914
2.2830398082733154,tracking_pure_pursuit_pd_mainlane,0.0663778856207102,0.0,0.0,0.0663778856207102,0.0663778856207102,19.503449738814407,19.503449738814407,19.503449738814407,19.503449738814407,1.6,120.0,0.013000000000000001,-0.002532,1.0,0.0,0.012925337330399057,0.0,0.0014318065172813149,-2.532,-0.0,0.0663778856207102,-0.0,-0.002855028664826043,0.0,0.0,0.23193883895874023
2.3223865032196045,tracking_pure_pursuit_pd_mainlane,0.06637787408375473,0.0,0.0,0.06637787408375473,0.06637787408375473,19.503446348974112,19.503446348974112,19.503446348974112,19.503446348974112,1.6,120.0,0.013000000000000001,-0.002532,1.0,0.0,0.012938776610927228,0.0,0.0011612331689254576,-2.532,-0.0,0.06637787408375473,-0.0,-0.002855820719755394,0.0,0.0,0.27129220962524414
2.3604896068573,tracking_pure_pursuit_pd_mainlane,0.0663778646145052,0.0,0.0,0.0663778646145052,0.0663778646145052,19.50344356667651,19.50344356667651,19.50344356667651,19.50344356667651,1.6,120.0,0.013000000000000001,-0.002532,1.0,0.0,0.012949796820960327,0.0,0.0009412409208939195,-2.532,-0.0,0.0663778646145052,-0.0,-0.0028564852279784232,0.0,0.0,0.3093843460083008
2.3974106311798096,tracking_pure_pursuit_pd_mainlane,0.06637785684370529,0.0,0.0,0.06637785684370529,0.06637785684370529,19.50344128342503,19.50344128342503,19.50344128342503,19.50344128342503,1.6,120.0,0.013000000000000001,-0.002532,1.0,0.0,0.01295883339318747,0.0,0.000767409823066327,-2.532,-0.0,0.06637785684370529,-0.0,-0.002857082625085774,0.0,0.0,0.3463137149810791
2.4172897338867188,tracking_pure_pursuit_pd_mainlane,0.06637785046760465,0.0,0.0,0.06637785046760465,0.06637785046760465,19.50343940997038,19.50343940997038,19.50343940997038,19.50343940997038,1.6,120.0,0.013000000000000001,-0.002532,1.0,0.0,0.012966243382413726,0.0,0.0006685058667484017,-2.532,-0.0,0.06637785046760465,-0.0,-0.002857921591065007,0.0,0.0,0.36618852615356445
2.4578022956848145,tracking_pure_pursuit_pd_mainlane,0.06637784523648248,0.0,0.0,0.06637784523648248,0.06637784523648248,19.50343787293847,19.50343787293847,19.50343787293847,19.50343787293847,1.6,120.0,0.013000000000000001,-0.002532,1.0,0.0,0.012972319573579257,0.0,0.0005388826270554803,-2.532,-0.0,0.06637784523648248,-0.0,-0.0028582213672038803,0.0,0.0,0.40670180320739746
2.4796128273010254,tracking_pure_pursuit_pd_mainlane,0.0663778409451336,0.0,0.0,0.0663778409451336,0.0663778409451336,19.50343661203499,19.50343661203499,19.50343661203499,19.50343661203499,1.6,120.0,0.013000000000000001,-0.002532,1.0,0.0,0.012977302050334991,0.0,0.00046122546745860097,-2.532,-0.0,0.0663778409451336,-0.0,-0.002858696254813367,0.0,0.0,0.4285147190093994
2.514291524887085,tracking_pure_pursuit_pd_mainlane,0.06637783742499791,0.0,0.0,0.06637783742499791,0.06637783742499791,19.50343557773284,19.50343557773284,19.50343557773284,19.50343557773284,1.6,120.0,0.013000000000000001,-0.002532,1.0,0.0,0.012981387681274693,0.0,0.00037645194939575107,-2.532,-0.0,0.06637783742499791,-0.0,-0.0028589169054755986,0.0,0.0,0.46319031715393066
2.546971321105957,tracking_pure_pursuit_pd_mainlane,0.06637783453765986,0.0,0.0,0.06637783453765986,0.06637783453765986,19.50343472936215,19.50343472936215,19.50343472936215,19.50343472936215,1.6,120.0,0.013000000000000001,-0.002532,1.0,0.0,0.01298473789864525,0.0,0.0003073969715733136,-2.532,-0.0,0.06637783453765986,-0.0,-0.0028591015134745413,0.0,0.0,0.49587082862854004
2.588845729827881,tracking_pure_pursuit_pd_mainlane,0.06636902056293295,0.0,0.0,0.06636902056293295,0.06636902056293295,19.500844967554016,19.500844967554016,19.500844967554016,19.500844967554016,1.6,120.0,0.013000000000000001,-0.002533,1.0,0.0,0.012987485076889106,0.0,0.00024685044732800136,-2.533,-0.0,0.06636902056293295,-0.0,-0.002859221520494227,0.0,0.0,0.02623605728149414
2.6335716247558594,tracking_pure_pursuit_pd_mainlane,0.066369018620915,0.0,0.0,0.066369018620915,0.066369018620915,19.50084439694154,19.50084439694154,19.50084439694154,19.50084439694154,1.6,120.0,0.013000000000000001,-0.002533,1.0,0.0,0.012989737763049068,0.0,0.00019791139755388458,-2.533,-0.0,0.066369018620915,-0.0,-0.002859325599051226,0.0,0.0,0.07094454765319824
2.6547555923461914,tracking_pure_pursuit_pd_mainlane,0.06636901702820895,0.0,0.0,0.06636901702820895,0.06636901702820895,19.500843928965466,19.500843928965466,19.500843928965466,19.500843928965466,1.6,120.0,0.013000000000000001,-0.002533,1.0,0.0,0.012991584965700237,0.0,0.00016947938304331315,-2.533,-0.0,0.06636901702820895,-0.0,-0.0028595045275183984,0.0,0.0,0.09221172332763672
2.69343638420105,tracking_pure_pursuit_pd_mainlane,0.06636901572202102,0.0,0.0,0.06636901572202102,0.06636901572202102,19.500843545175435,19.500843545175435,19.500843545175435,19.500843545175435,1.6,120.0,0.013000000000000001,-0.002533,1.0,0.0,0.012993099671874196,0.0,0.0001368742218994996,-2.533,-0.0,0.06636901572202102,-0.0,-0.002859576921587519,0.0,0.0,0.13080763816833496
2.7129929065704346,tracking_pure_pursuit_pd_mainlane,0.06636901465083328,0.0,0.0,0.06636901465083328,0.06636901465083328,19.500843230434224,19.500843230434224,19.500843230434224,19.500843230434224,1.6,120.0,0.013000000000000001,-0.002533,1.0,0.0,0.012994341730936842,0.0,0.00011867684100112341,-2.533,-0.0,0.06636901465083328,-0.0,-0.002859704595534114,0.0,0.0,0.15036273002624512
2.746354818344116,tracking_pure_pursuit_pd_mainlane,0.06636901377238294,0.0,0.0,0.06636901377238294,0.06636901377238294,19.500842972323984,19.500842972323984,19.500842972323984,19.500842972323984,1.6,120.0,0.013000000000000001,-0.002533,1.0,0.0,0.012995360219368212,0.0,9.661041088476752e-05,-2.533,-0.0,0.06636901377238294,-0.0,-0.0028597521315480846,0.0,0.0,0.18372869491577148
2.7800395488739014,tracking_pure_pursuit_pd_mainlane,0.06636901305200228,0.0,0.0,0.06636901305200228,0.06636901305200228,19.50084276065849,19.50084276065849,19.50084276065849,19.50084276065849,1.6,120.0,0.013000000000000001,-0.002533,1.0,0.0,0.012996195379881935,0.0,7.872658466441559e-05,-2.533,-0.0,0.06636901305200228,-0.0,-0.0028597927962513412,0.0,0.0,0.21741056442260742
2.8139688968658447,tracking_pure_pursuit_pd_mainlane,0.0663690124612556,0.0,0.0,0.0663690124612556,0.0663690124612556,19.500842587082634,19.500842587082634,19.500842587082634,19.500842587082634,1.6,120.0,0.013000000000000001,-0.002533,1.0,0.0,0.012996880211503187,0.0,6.415555618721685e-05,-2.533,-0.0,0.0663690124612556,-0.0,-0.0028598268909801987,0.0,0.0,0.2514793872833252
2.8476197719573975,tracking_pure_pursuit_pd_mainlane,0.06634259119179747,0.0,0.0,0.06634259119179747,0.06634259119179747,19.493079370521976,19.493079370521976,19.493079370521976,19.493079370521976,1.6,120.0,0.013000000000000001,-0.002536,1.0,0.0,0.012997441773432615,0.0,5.2332758227741925e-05,-2.536,-0.0,0.06634259119179747,-0.0,-0.002859855852220997,0.0,0.0,0.0023467540740966797
2.880964517593384,tracking_pure_pursuit_pd_mainlane,0.0663425907947029,0.0,0.0,0.0663425907947029,0.0663425907947029,19.493079253845856,19.493079253845856,19.493079253845856,19.493079253845856,1.6,120.0,0.013000000000000001,-0.002536,1.0,0.0,0.012997902254214745,0.0,4.270389434169789e-05,-2.536,-0.0,0.0663425907947029,-0.0,-0.0028598801270819777,0.0,0.0,0.035758018493652344
2.930999994277954,tracking_pure_pursuit_pd_mainlane,0.06634259046907483,0.0,0.0,0.06634259046907483,0.06634259046907483,19.493079158168346,19.493079158168346,19.493079158168346,19.493079158168346,1.6,120.0,0.013000000000000001,-0.002536,1.0,0.0,0.012998279848456092,0.0,3.417420756594447e-05,-2.536,-0.0,0.06634259046907483,-0.0,-0.002859894960320868,0.0,0.0,0.08573031425476074
2.9608571529388428,tracking_pure_pursuit_pd_mainlane,0.06634259020205276,0.0,0.0,0.06634259020205276,0.06634259020205276,19.493079079710718,19.493079079710718,19.493079079710718,19.493079079710718,1.6,120.0,0.013000000000000001,-0.002536,1.0,0.0,0.012998589475733995,0.0,2.7713073832198436e-05,-2.536,-0.0,0.06634259020205276,-0.0,-0.0028599113892521363,0.0,0.0,0.1155850887298584
3.0008533000946045,tracking_pure_pursuit_pd_mainlane,0.06634258998308992,0.0,0.0,0.06634258998308992,0.06634258998308992,19.49307901537407,19.49307901537407,19.49307901537407,19.49307901537407,1.6,120.0,0.013000000000000001,-0.002536,1.0,0.0,0.012998843370101877,0.0,2.2371589938850344e-05,-2.536,-0.0,0.06634258998308992,-0.0,-0.0028599245141419237,0.0,0.0,0.1555805206298828
3.04025936126709,tracking_pure_pursuit_pd_mainlane,0.06634258980353719,0.0,0.0,0.06634258980353719,0.06634258980353719,19.493078962617076,19.493078962617076,19.493078962617076,19.493078962617076,1.6,120.0,0.013000000000000001,-0.002536,1.0,0.0,0.01299905156348354,0.0,1.8099257584348793e-05,-2.536,-0.0,0.06634258980353719,-0.0,-0.0028599361380270538,0.0,0.0,0.19498848915100098
3.068678140640259,tracking_pure_pursuit_pd_mainlane,0.06634258965630183,0.0,0.0,0.06634258965630183,0.06634258965630183,19.49307891935572,19.49307891935572,19.49307891935572,19.49307891935572,1.6,120.0,0.013000000000000001,-0.002536,1.0,0.0,0.012999222282056504,0.0,1.5074894957796062e-05,-2.536,-0.0,0.06634258965630183,-0.0,-0.0028599495012120936,0.0,0.0,0.2234053611755371
3.1088690757751465,tracking_pure_pursuit_pd_mainlane,0.06634258953556736,0.0,0.0,0.06634258953556736,0.06634258953556736,19.493078883880973,19.493078883880973,19.493078883880973,19.493078883880973,1.6,120.0,0.013000000000000001,-0.002536,1.0,0.0,0.012999362271286334,0.0,1.225221049766735e-05,-2.536,-0.0,0.06634258953556736,-0.0,-0.002859957717366975,0.0,0.0,0.26359987258911133
3.1502513885498047,tracking_pure_pursuit_pd_mainlane,0.06634258943656415,0.0,0.0,0.06634258943656415,0.06634258943656415,19.493078854791406,19.493078854791406,19.493078854791406,19.493078854791406,1.6,120.0,0.013000000000000001,-0.002536,1.0,0.0,0.012999477062454795,0.0,9.884954582118521e-06,-2.536,-0.0,0.06634258943656415,-0.0,-0.002859964033376712,0.0,0.0,0.30499267578125
3.1896755695343018,tracking_pure_pursuit_pd_mainlane,0.06634258935538086,0.0,0.0,0.06634258935538086,0.06634258935538086,19.493078830937762,19.493078830937762,19.493078830937762,19.493078830937762,1.6,120.0,0.013000000000000001,-0.002536,1.0,0.0,0.012999571191212932,0.0,7.96409515676692e-06,-2.536,-0.0,0.06634258935538086,-0.0,-0.0028599693748280995,0.0,0.0,0.3444066047668457
3.2174785137176514,tracking_pure_pursuit_pd_mainlane,0.06634258928881012,0.0,0.0,0.06634258928881012,0.06634258928881012,19.49307881137765,19.49307881137765,19.49307881137765,19.49307881137765,1.6,120.0,0.013000000000000001,-0.002536,1.0,0.0,0.012999648376794605,0.0,6.666625118243534e-06,-2.536,-0.0,0.06634258928881012,-0.0,-0.0028599759758957594,0.0,0.0,0.3722255229949951
3.255009412765503,tracking_pure_pursuit_pd_mainlane,0.06634258923422182,0.0,0.0,0.06634258923422182,0.06634258923422182,19.493078795338267,19.493078795338267,19.493078795338267,19.493078795338267,1.6,120.0,0.013000000000000001,-0.002536,1.0,0.0,0.012999711668971577,0.0,5.4217809856044e-06,-2.536,-0.0,0.06634258923422182,-0.0,-0.0028599799414216315,0.0,0.0,0.4097440242767334
3.295060396194458,tracking_pure_pursuit_pd_mainlane,0.0663425891894592,0.0,0.0,0.0663425891894592,0.0663425891894592,19.493078782185915,19.493078782185915,19.493078782185915,19.493078782185915,1.6,120.0,0.013000000000000001,-0.002536,1.0,0.0,0.012999763568556694,0.0,4.390270163598927e-06,-2.536,-0.0,0.0663425891894592,-0.0,-0.0028599831072437815,0.0,0.0,0.44979166984558105
3.335432767868042,tracking_pure_pursuit_pd_mainlane,0.06634258915275373,0.0,0.0,0.06634258915275373,0.06634258915275373,19.49307877140095,19.49307877140095,19.49307877140095,19.49307877140095,1.6,120.0,0.013000000000000001,-0.002536,1.0,0.0,0.01299980612621649,0.0,3.5565790880078926e-06,-2.536,-0.0,0.06634258915275373,-0.0,-0.0028599858004003317,0.0,0.0,0.49016571044921875
3.3740336894989014,tracking_pure_pursuit_pd_mainlane,0.06634258912265516,0.0,0.0,0.06634258912265516,0.06634258912265516,19.49307876255725,19.49307876255725,19.49307876255725,19.49307876255725,1.6,120.0,0.013000000000000001,-0.002536,1.0,0.0,0.012999841023497521,0.0,2.8929795043399815e-06,-2.536,-0.0,0.06634258912265516,-0.0,-0.0028599881690054892,0.0,0.0,0.5287625789642334
