t_s,mode,v_cmd_mps,omega_cmd_radps,delta_v_cmd_mps,v_left_est_mps,v_right_est_mps,rpm_front_left,rpm_rear_left,rpm_front_right,rpm_rear_right,epsilon_x_mm,epsilon_y_mm,theta_rad,curvature_inv_mm,confidence,e_x_m_filtered,theta_rad_filtered,de_x_f,dtheta_f,kappa_m,gamma,v_target_mps,omega_pp_radps,omega_pd_radps,omega_target_radps,delta_v_target_mps,error_age_s
2.718147039413452,tracking_pure_pursuit_pd_video_logger,0.046010198593139644,0.0,0.0,0.046010198593139644,0.046010198593139644,13.518924071516203,13.518924071516203,13.518924071516203,13.518924071516203,-0.4,120.0,-0.003,-0.00188,1.0,0.0,0.0,0.0,0.0,-1.88,-0.0,0.09637625289128758,-0.0,-0.0,0.0,0.0,0.09648942947387695
2.7584068775177,tracking_pure_pursuit_pd_video_logger,0.05085013389587402,0.0,0.0,0.05085013389587402,0.05085013389587402,14.941015691839546,14.941015691839546,14.941015691839546,14.941015691839546,-0.4,120.0,-0.003,-0.00188,1.0,0.0,0.0,0.0,0.0,-1.88,-0.0,0.09637625289128758,-0.0,-0.0,0.0,0.0,0.13672447204589844
2.7953009605407715,tracking_pure_pursuit_pd_video_logger,0.055291614532470695,0.0,0.0,0.055291614532470695,0.055291614532470695,16.24603156499887,16.24603156499887,16.24603156499887,16.24603156499887,-0.4,120.0,-0.003,-0.00188,1.0,0.0,0.0,0.0,0.0,-1.88,-0.0,0.09637625289128758,-0.0,-0.0,0.0,0.0,0.17362570762634277
2.837263822555542,tracking_pure_pursuit_pd_video_logger,0.06032226562499999,0.0,0.0,0.06032226562499999,0.06032226562499999,17.724160158869662,17.724160158869662,17.724160158869662,17.724160158869662,-0.4,120.0,-0.003,-0.00188,1.0,0.0,0.0,0.0,0.0,-1.88,-0.0,0.09637625289128758,-0.0,-0.0,0.0,0.0,0.21555399894714355
2.874800682067871,tracking_pure_pursuit_pd_video_logger,0.06446202278137206,0.0,0.0,0.06446202278137206,0.06446202278137206,18.940522278198888,18.940522278198888,18.940522278198888,18.940522278198888,-0.4,120.0,-0.003,-0.00188,1.0,0.0,0.0,0.0,0.0,-1.88,-0.0,0.09637625289128758,-0.0,-0.0,0.0,0.0,0.2532613277435303
2.9102909564971924,tracking_pure_pursuit_pd_video_logger,0.06902881622314452,0.0,0.0,0.06902881622314452,0.06902881622314452,20.28235812497625,20.28235812497625,20.28235812497625,20.28235812497625,-0.4,120.0,-0.003,-0.00188,1.0,0.0,0.0,0.0,0.0,-1.88,-0.0,0.09637625289128758,-0.0,-0.0,0.0,0.0,0.2887907028198242
2.9533262252807617,tracking_pure_pursuit_pd_video_logger,0.07394167900085448,0.0,0.0,0.07394167900085448,0.07394167900085448,21.725877624923424,21.725877624923424,21.725877624923424,21.725877624923424,-0.4,120.0,-0.003,-0.00188,1.0,0.0,0.0,0.0,0.0,-1.88,-0.0,0.09637625289128758,-0.0,-0.0,0.0,0.0,0.3316161632537842
2.9897472858428955,tracking_pure_pursuit_pd_video_logger,0.0785975933074951,0.0,0.0,0.0785975933074951,0.0785975933074951,23.093899366180278,23.093899366180278,23.093899366180278,23.093899366180278,-0.4,120.0,-0.003,-0.00188,1.0,0.0,0.0,0.0,0.0,-1.88,-0.0,0.09637625289128758,-0.0,-0.0,0.0,0.0,0.36806392669677734
3.0256354808807373,tracking_pure_pursuit_pd_video_logger,0.08291710853576659,0.0,0.0,0.08291710853576659,0.08291710853576659,24.363078812962044,24.363078812962044,24.363078812962044,24.363078812962044,-0.4,120.0,-0.003,-0.00188,1.0,0.0,0.0,0.0,0.0,-1.88,-0.0,0.09637625289128758,-0.0,-0.0,0.0,0.0,0.4039325714111328
3.046727418899536,tracking_pure_pursuit_pd_video_logger,0.085475378036499,0.0,0.0,0.085475378036499,0.085475378036499,25.114761096290287,25.114761096290287,25.114761096290287,25.114761096290287,-0.4,120.0,-0.003,-0.00188,1.0,0.0,0.0,0.0,0.0,-1.88,-0.0,0.09637625289128758,-0.0,-0.0,0.0,0.0,0.4250144958496094
